# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
form	cli-alias	--cyclomatic-class-warning -> rules.complexity.ccn.class.max_warning	int,string-number	refuse		website/docs/usage/cli-options.md:687	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cyclomatic-class-error -> rules.complexity.ccn.class.max_error	int,string-number	refuse		website/docs/usage/cli-options.md:688	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--npath-warning -> rules.complexity.npath.callable.warning	int,string-number	refuse		website/docs/usage/cli-options.md:693	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--npath-error -> rules.complexity.npath.callable.error	int,string-number	refuse		website/docs/usage/cli-options.md:694	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--npath-class-warning -> rules.complexity.npath.class.max_warning	int,string-number	refuse		website/docs/usage/cli-options.md:695	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--npath-class-error -> rules.complexity.npath.class.max_error	int,string-number	refuse		website/docs/usage/cli-options.md:696	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--wmc-warning -> rules.complexity.wmc.warning	int,string-number	refuse		website/docs/usage/cli-options.md:697	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--wmc-error -> rules.complexity.wmc.error	int,string-number	refuse		website/docs/usage/cli-options.md:698	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--wmc-exclude-data-classes -> rules.complexity.wmc.excludeDataClasses	bool	refuse		website/docs/usage/cli-options.md:699	DECIDED	documented switch, written with no `=N` placeholder | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; every non-boolean form: the switch names a boolean option and the door folds only `true`/`false` to one -> refuse	null,int,float,string-number,string-nonnumber,list,map
form	cli-alias	--cbo-warning -> rules.coupling.cbo.class.warning	int,string-number	refuse		website/docs/usage/cli-options.md:705	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cbo-error -> rules.coupling.cbo.class.error	int,string-number	refuse		website/docs/usage/cli-options.md:706	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cbo-ns-warning -> rules.coupling.cbo.namespace.warning	int,string-number	refuse		website/docs/usage/cli-options.md:707	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cbo-ns-error -> rules.coupling.cbo.namespace.error	int,string-number	refuse		website/docs/usage/cli-options.md:708	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--class-rank-warning -> rules.coupling.class-rank.warning	int,float,string-number	refuse		website/docs/usage/cli-options.md:715 + website/docs/getting-started/configuration.md:821-840	DECIDED	documented placeholder `=N` (row added: website/docs/usage/cli-options.md:715, `warning` in the CLI options table); float promised by the continuous-metric carrier (website/docs/getting-started/configuration.md:821-840 — names this key's group explicitly) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	null
